tariff.plan,payment.method,sex,age,activation.zone,activation.channel,vas1,vas2,q01.out.ch.peak,q01.out.dur.peak,q01.out.val.peak,q01.out.ch.offpeak,q01.out.dur.offpeak,q01.out.val.offpeak,q01.in.ch.tot,q01.in.dur.tot,q01.ch.sms,q01.ch.cc,q02.out.ch.peak,q02.out.dur.peak,q02.out.val.peak,q02.out.ch.offpeak,q02.out.dur.offpeak,q02.out.val.offpeak,q02.in.ch.tot,q02.in.dur.tot,q02.ch.sms,q02.ch.cc,q03.out.ch.peak,q03.out.dur.peak,q03.out.val.peak,q03.out.ch.offpeak,q03.out.dur.offpeak,q03.out.val.offpeak,q03.in.ch.tot,q03.in.dur.tot,q03.ch.sms,q03.ch.cc,q04.out.ch.peak,q04.out.dur.peak,q04.out.val.peak,q04.out.ch.offpeak,q04.out.dur.offpeak,q04.out.val.offpeak,q04.in.ch.tot,q04.in.dur.tot,q04.ch.sms,q04.ch.cc,q05.out.ch.peak,q05.out.dur.peak,q05.out.val.peak,q05.out.ch.offpeak,q05.out.dur.offpeak,q05.out.val.offpeak,q05.in.ch.tot,q05.in.dur.tot,q05.ch.sms,q05.ch.cc,q06.out.ch.peak,q06.out.dur.peak,q06.out.val.peak,q06.out.ch.offpeak,q06.out.dur.offpeak,q06.out.val.offpeak,q06.in.ch.tot,q06.in.dur.tot,q06.ch.sms,q06.ch.cc,q07.out.ch.peak,q07.out.dur.peak,q07.out.val.peak,q07.out.ch.offpeak,q07.out.dur.offpeak,q07.out.val.offpeak,q07.in.ch.tot,q07.in.dur.tot,q07.ch.sms,q07.ch.cc,q08.out.ch.peak,q08.out.dur.peak,q08.out.val.peak,q08.out.ch.offpeak,q08.out.dur.offpeak,q08.out.val.offpeak,q08.in.ch.tot,q08.in.dur.tot,q08.ch.sms,q08.ch.cc,q09.out.ch.peak,q09.out.dur.peak,q09.out.val.peak,q09.out.ch.offpeak,q09.out.dur.offpeak,q09.out.val.offpeak,q09.in.ch.tot,q09.in.dur.tot,q09.ch.sms,q09.ch.cc,y
7,Bollettino Postale,B,24.09,2,5,Y,N,0,0,0,0,0,0,0,0,0,0,18,563,3.7722,0,0,0,13,345,0,0,283,31033,134.6951,0,0,0,266,51877,0,0,249,29132,124.7187,0,0,0,231,36802,0,0,224,28192,118.9395,0,0,0,215,50340,0,0,266,28705,124.9206,0,0,0,220,40731,0,0,178,20861,89.1782,0,0,0,208,36755,0,0,71,10181,37.4395,0,0,0,38,11717,0,1,306,31164,107.1617,0,0,0,256,55542,0,0,1444
8,Carta di Credito,F,18.78,1,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1245,6.998,0,0,0,0,0,0,0,40,1901,8.6791,0,0,0,4,449,0,0,37
8,Carta di Credito,F,16.85,2,9,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
7,Domiciliazione Bancaria,B,36.03,1,7,N,N,39,9939,55.8052,17,2795,8.8588,115,7835,0,0,119,22231,112.207,54,15952,44.2201,156,10949,0,0,102,17471,95.5203,58,7679,28.5157,226,23333,0,0,139,21336,118.548,71,15052,74.7205,278,27659,0,0,153,32642,215.6869,73,18945,56.8913,348,25653,0,0,126,28397,151.8492,53,7292,27.2973,414,23038,0,0,172,31069,170.3058,36,10082,36.1685,544,34389,0,0,83,15899,87.0395,65,10731,39.2616,189,17560,0,0,83,13862,76.2988,51,11241,51.9597,157,25572,0,0,51139
7,Carta di Credito,B,19.08,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5874,26.3651,0,0,0,75,5047,0,0,102,22140,85.7716,0,0,0,42,6183,6,0,345,29533,135.8953,0,0,0,329,26869,1,0,678
7,Domiciliazione Bancaria,B,46.09,2,5,N,N,20,1188,9.5307,14,1315,4.7886,62,12718,0,0,32,2801,17.3122,3,1028,8.7994,59,9145,0,0,16,1829,10.7444,6,176,1.0675,84,13454,0,0,11,1381,8.0655,6,495,1.8778,67,9660,0,0,36,3169,16.4605,8,777,3.498,71,12080,0,0,9,642,3.1117,0,0,0,35,5739,0,0,37,3692,16.3691,0,0,0,75,11680,0,2,54,4771,21.7893,0,0,0,54,7681,0,0,57,6367,27.5256,0,0,0,80,14031,0,0,232
8,Carta di Credito,M,18,1,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,251,1.492,0,0,0,0,0,0,1,9,363,2.7894,0,0,0,7,2150,0,0,10
7,Carta di Credito,B,31.96,1,8,N,N,339,31075,163.6223,34,2886,10.639,181,15119,0,0,335,28734,144.0605,54,2349,11.0227,228,15906,0,0,420,36290,184.7501,75,4121,17.5549,253,23054,0,0,493,40685,207.594,78,7287,25.06,260,23762,2,0,420,28162,130.2401,39,2379,10.1778,259,23313,36,1,516,39704,168.8453,0,0,0,231,19709,4,0,689,53809,210.373,0,0,0,289,26166,28,3,87,8877,36.5042,0,0,0,60,5945,0,0,418,49824,199.3002,0,0,0,256,31144,3,0,834
7,Bollettino Postale,B,36.39,1,5,N,N,12,589,4.1058,11,1505,4.9601,30,2001,0,0,11,2328,12.4611,6,1023,3.4515,27,2045,0,0,16,1506,7.8522,2,72,0.3894,32,1869,0,0,15,1793,7.643,0,0,0,46,2920,0,0,27,2346,10.7609,0,0,0,25,2039,0,0,9,473,2.5368,0,0,0,18,1231,0,0,47,6347,26.424,0,0,0,41,4394,0,0,26,1526,7.8713,0,0,0,35,1655,0,0,14,1342,6.0069,0,0,0,8,533,0,0,29
8,Bollettino Postale,M,18.88,1,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Domiciliazione Bancaria,B,34.98,3,5,N,N,31,2385,14.8048,2,62,0.3641,25,4166,0,0,5,303,1.9909,0,0,0,7,424,0,0,33,2592,16.0195,0,0,0,21,615,0,0,41,2972,18.6947,10,583,2.5146,24,2525,0,0,63,5352,32.544,0,0,0,41,5575,0,0,53,3613,23.0515,1,132,0.4385,56,3261,0,0,32,2273,14.3637,4,128,0.7385,47,4364,0,0,31,1870,12.2994,1,218,0.6574,32,1640,0,0,37,3385,20.2885,0,0,0,31,3172,0,0,5313
3,Domiciliazione Bancaria,B,46.68,3,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7191,23.0402,3,686,8.723,11,1308,0,0,79,26559,106.2682,18,20700,70.7019,108,16735,0,0,36675
8,Carta di Credito,F,22.13,3,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,822,5.6578,0,0,0,19,1373,0,1,23,2553,15.455,0,0,0,37,4825,0,1,18,1962,11.9116,0,0,0,27,1546,0,1,19,1941,11.9079,0,0,0,23,1609,0,0,8,1205,7.0001,0,0,0,14,594,0,0,51
7,Bollettino Postale,B,44.39,3,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,18244,69.3953,7,962,2.5818,74,6471,10,5,493,43742,175.6883,0,0,0,139,12609,72,2,750
8,Domiciliazione Bancaria,M,34.98,4,5,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,618,4.8196,0,0,0,26,2035,0,2,17,1208,7.8424,0,0,0,51,4366,0,2,19,471,4.3759,0,0,0,37,1450,0,0,31,859,7.6038,0,0,0,70,3143,0,0,26,996,7.7871,0,0,0,27,2024,0,0,16,390,3.5475,0,0,0,47,2934,0,1,94
8,Carta di Credito,M,21.08,2,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,894,5.9227,0,0,0,6,175,1,0,18,2108,12.6589,0,0,0,5,238,0,0,16,1255,8.082,0,0,0,2,516,0,0,8,368,2.7124,0,0,0,1,30,0,0,0
7,Carta di Credito,B,28.45,3,5,N,N,6,479,2.2481,0,0,0,7,38,0,0,6,354,1.8226,0,0,0,0,0,0,0,41,17837,64.851,0,0,0,12,225,0,0,4,146,0.9095,0,0,0,2,37,0,0,32,2586,12.0934,0,0,0,16,675,0,0,18,1513,7.0011,0,0,0,7,376,0,0,51,14637,55.0094,0,0,0,2,31,0,0,59,20992,77.4324,0,0,0,1,21,0,0,22,1239,6.4836,0,0,0,20,509,0,0,0
8,Domiciliazione Bancaria,B,17.5,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4367,26.6058,0,0,0,21,2731,0,3,0
8,Carta di Credito,B,28.45,4,5,Y,N,11,758,5.0194,0,0,0,41,3516,0,0,38,2221,15.3037,0,0,0,47,4503,3,0,22,744,5.9806,0,0,0,67,6167,1,6,20,1134,7.8755,0,0,0,80,3718,0,5,25,1178,8.411,0,0,0,54,2765,1,0,26,1528,10.4123,0,0,0,59,2851,0,0,55,2567,18.7267,0,0,0,96,4581,0,1,12,726,4.959,0,0,0,28,793,0,0,23,989,7.4442,0,0,0,56,2267,0,0,26
3,Domiciliazione Bancaria,B,36.06,1,5,N,N,6,579,3.437,3,84,0.5232,76,4692,0,0,23,1266,8.4306,1,313,0.8986,59,5634,0,0,18,1451,8.9197,5,249,1.1486,91,8579,0,0,14,858,5.6201,1,58,0.2505,63,5370,0,0,18,1125,7.3316,2,73,0.392,60,3948,0,0,8,344,2.5002,2,43,0.3161,56,2311,0,0,16,942,6.1324,0,0,0,66,4145,0,0,6,583,3.4561,3,211,0.846,25,2799,0,0,23,2794,15.9688,1,49,0.2278,102,8452,0,0,890
8,Carta di Credito,M,19.54,1,9,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,780,5.2364,0,0,0,40,3881,0,2,0,0,0,0,0,0,17,788,0,0,5,588,3.5289,0,0,0,50,7418,0,1,0
6,Carta di Credito,M,33.96,3,5,N,N,150,30853,135.5854,0,0,0,125,19745,8,0,146,30597,119.0588,0,0,0,109,22355,2,0,219,38081,151.8275,0,0,0,247,66927,14,4,117,23658,92.4814,0,0,0,173,33610,16,1,143,21271,87.0581,0,0,0,242,24032,31,0,189,25782,107.0352,0,0,0,259,32765,18,1,136,17154,72.3442,0,0,0,184,19151,3,0,50,8405,33.7277,0,0,0,66,7699,7,0,124,38354,143.0426,0,0,0,173,35044,19,0,1033
8,Domiciliazione Bancaria,M,23.01,2,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,554,3.562,0,0,0,20,438,0,0,22,1122,8.0211,0,0,0,29,1344,0,0,62,7732,45.9146,0,0,0,69,5096,0,0,11,423,3.3038,0,0,0,13,209,0,0,62,10358,59.3678,0,0,0,35,3404,3,0,50,10225,57.5478,0,0,0,77,8538,0,0,218,48629,169.0374,0,0,0,145,24377,33,0,5068
6,Domiciliazione Bancaria,M,42.29,3,5,N,N,73,3717,20.1728,0,0,0,161,14171,0,1,85,3073,19.1203,0,0,0,153,18425,0,0,51,1848,11.549,0,0,0,155,18003,0,0,52,2628,14.3022,0,0,0,192,23315,0,0,98,4667,25.9809,0,0,0,249,31565,0,0,48,1875,11.3305,0,0,0,117,10842,0,0,117,7179,36.4835,0,0,0,171,19959,0,0,136,6689,36.4681,0,0,0,206,16516,0,0,223,13840,70.0713,0,0,0,151,19690,0,1,1063
7,Carta di Credito,B,28.06,2,5,N,N,268,23274,106.6659,0,0,0,62,6204,10,1,205,10469,55.9178,0,0,0,62,4651,15,0,200,18325,82.5185,0,0,0,61,4131,18,0,146,11224,53.116,0,0,0,41,2439,14,4,129,10606,49.2638,0,0,0,48,3597,8,0,129,11194,51.2609,0,0,0,56,9504,38,1,118,12089,53.1682,0,0,0,129,30353,109,2,60,7141,30.4658,0,0,0,110,27380,86,1,67,6553,29.0858,0,0,0,54,8832,126,0,9
3,Bollettino Postale,B,30.75,3,8,N,N,154,16408,95.7366,0,0,0,0,0,0,0,309,23855,148.0042,33,2318,9.2962,209,16033,0,0,23,2436,14.231,2,6,0.2221,26,2222,0,2,30,2316,14.3663,0,0,0,8,191,0,0,238,21164,127.568,0,0,0,23,457,0,0,221,19960,119.9492,0,0,0,1,17,0,0,77,5540,35.4341,14,1556,5.1248,111,931,0,0,542,54694,322.0005,4,18,0.4591,5,47,4,1,115,12270,71.5861,7,106,0.9926,11,68,20,0,17
7,Domiciliazione Bancaria,B,16.49,1,7,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Domiciliazione Bancaria,B,35.47,1,5,N,N,23,2442,14.152,7,1158,3.6658,6,449,0,0,20,1356,8.6636,0,0,0,13,828,0,0,26,2065,12.7322,4,278,1.1197,13,1362,0,0,22,589,5.1382,0,0,0,17,2013,0,0,30,2766,16.5555,0,0,0,13,1596,0,0,28,1566,10.512,4,201,0.9239,14,1072,0,0,8,1051,5.9398,0,0,0,7,348,0,0,4,180,1.2886,1,5,0.1162,4,75,0,0,12,599,4.1539,1,15,0.1415,9,981,0,0,3066
7,Domiciliazione Bancaria,M,23.18,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,10528,49.5153,0,0,0,98,6946,0,1,362,34597,154.7599,0,0,0,275,19451,0,2,355,30252,139.2698,0,0,0,204,16850,0,3,205,17201,84.433,0,0,0,146,10039,0,2,290,30182,135.6991,0,0,0,224,21777,0,0,97,9513,44.7856,0,0,0,99,8875,0,0,216,23861,103.3973,0,0,0,153,12635,0,0,748
8,Domiciliazione Bancaria,F,23.18,2,5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,878,4.8976,0,0,0,31,709,1,0,64,4634,28.4051,0,0,0,66,2299,0,0,77,5251,31.2219,0,0,0,82,2780,0,0,28,1887,9.5839,0,0,0,27,674,0,0,45,2438,12.0629,0,0,0,25,902,3,0,57,3452,15.4627,0,0,0,21,1198,2,0,58,2844,15.0811,0,0,0,24,1045,0,0,0
7,Carta di Credito,M,48.52,4,5,N,Y,33,3601,15.1513,52,5181,17.7083,35,1813,0,0,64,7318,29.4577,60,11121,37.5077,33,7590,0,0,29,2404,10.0885,38,9205,18.3807,31,3772,0,0,42,5261,21.1381,72,15853,32.9148,73,5077,0,3,22,2986,15.6213,27,5598,18.4107,30,3201,0,1,59,10548,54.3524,56,15900,43.6912,86,10509,0,0,105,15574,65.2218,16,1352,3.2139,52,7092,0,7,21,4323,16.8592,0,0,0,18,1406,0,0,152,34433,103.6462,0,0,0,45,4897,0,1,1597
8,Domiciliazione Bancaria,M,50.16,1,7,N,N,17,1286,8.0113,2,121,0.5139,28,8117,0,0,62,3591,23.7699,10,430,2.1263,94,14388,0,3,63,3198,21.9628,10,647,2.6768,109,13578,0,0,21,995,7.2573,0,0,0,54,5863,0,0,42,1515,12.1006,0,0,0,84,6180,0,2,39,1902,13.7749,0,0,0,77,7530,0,2,49,1779,14.1742,0,0,0,75,4024,0,0,26,2768,16.8675,0,0,0,37,2551,0,0,23,1532,10.2248,0,0,0,65,5096,0,0,218
7,Bollettino Postale,B,22.81,3,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,9584,37.5779,10,1625,3.6095,43,4845,0,0,178,15234,61.8313,8,583,2.0328,59,4353,0,0,135,8694,41.3021,3,206,0.8336,50,3373,0,0,227,15798,75.9651,6,861,2.5709,96,6557,0,0,69,5291,25.2733,4,318,1.2214,31,2989,0,0,83,7604,34.4151,0,0,0,37,3682,0,0,1219
8,Domiciliazione Bancaria,B,18.65,2,3,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5572,24.0137,0,0,0,73,4645,4,1,87,8986,30.7875,0,0,0,81,6119,1,4,194
8,Bollettino Postale,M,18.39,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,272,1.9099,0,0,0,40,3232,0,0,95,6308,42.0287,0,0,0,268,16589,0,1,0
8,Carta di Credito,B,24.42,1,5,N,N,0,0,0,0,0,0,0,0,0,0,46,3069,20.4739,0,0,0,43,4006,0,3,134,12921,80.0405,0,0,0,64,5906,0,0,113,10769,66.8455,0,0,0,55,7157,3,0,156,12523,80.2719,0,0,0,72,7382,2,0,155,17381,105.0571,0,0,0,89,7634,1,2,166,16670,102.3437,0,0,0,124,14958,0,5,145,18780,111.1937,0,0,0,35,4955,1,0,165,16166,99.7655,0,0,0,102,16535,3,0,1812
8,Carta di Credito,M,27.08,1,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,251,1.6986,0,0,0,14,187,0,0,18,635,5.0091,0,0,0,18,1844,0,0,28,2192,14.122,0,0,0,16,1543,0,0,37,1901,13.4578,0,0,0,26,2945,0,0,27,1385,9.7812,0,0,0,38,2686,0,0,18,519,4.5174,0,0,0,15,774,0,0,44,2102,15.3124,0,0,0,45,2587,0,0,337
8,Domiciliazione Bancaria,M,23.5,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,690,4.6719,0,0,0,23,1289,6,0,18,509,4.4668,0,0,0,35,1163,15,0,14,1748,10.4014,0,0,0,26,996,6,0,22,936,7.0687,0,0,0,34,1516,12,0,14,692,4.9921,0,0,0,20,823,6,0,52,2773,19.5789,0,0,0,43,1896,3,0,15,950,6.4165,0,0,0,24,1981,8,0,43
8,Carta di Credito,M,47.6,4,5,N,N,45,2965,24.9418,15,2513,7.2857,49,2572,0,0,48,3067,25.9483,43,3752,13.8271,83,5105,0,0,66,3687,26.4359,3,63,0.454,84,4838,0,1,67,5014,32.6117,0,0,0,63,3353,0,0,31,1401,10.3798,0,0,0,70,2346,1,1,59,3814,25.6338,0,0,0,113,5885,0,0,33,1954,13.4206,0,0,0,67,3194,0,1,18,1320,8.6217,0,0,0,31,1415,0,0,47,1900,14.5889,0,0,0,83,4902,0,0,0
8,Domiciliazione Bancaria,B,40.59,1,5,N,N,41,5146,29.2697,8,1374,4.3181,32,1664,0,0,14,969,6.1603,0,0,0,13,461,0,0,62,6167,36.4081,1,36,0.1947,36,2387,0,0,42,3508,21.4056,0,0,0,31,1544,0,0,20,2874,16.7678,0,0,0,29,1294,0,1,34,2937,18.5584,0,0,0,27,1424,0,0,67,6877,42.1542,0,0,0,48,2575,0,0,23,3224,18.8935,0,0,0,7,255,0,0,62,5060,32.3271,0,0,0,36,1707,0,1,345
8,Domiciliazione Bancaria,B,42.81,4,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Bollettino Postale,M,32.45,2,5,N,N,10,809,18.391,3,543,15.4581,13,808,0,0,34,1583,15.457,16,597,3.1695,43,2717,0,0,45,2623,31.2704,8,500,8.3501,79,5793,0,1,56,5406,69.4851,0,0,0,11,485,0,1,62,4851,71.4095,0,0,0,21,1704,0,0,76,5678,46.8086,0,0,0,24,1973,0,0,40,5171,37.1782,0,0,0,31,2323,0,0,44,3348,27.8159,0,0,0,50,2561,0,0,49,2830,21.3823,0,0,0,31,1733,0,0,15
3,Bollettino Postale,B,44.42,1,5,N,N,32,1431,10.2677,20,942,4.4601,39,2070,0,0,18,817,5.8339,8,246,1.4512,15,771,0,0,28,1052,8.0113,22,3125,10.2145,47,2513,0,0,43,3291,20.4548,12,966,3.6942,37,1742,0,0,26,1331,9.163,3,219,0.8661,31,2192,0,0,25,1976,12.1956,12,1984,6.2801,38,2066,0,0,66,3807,25.2367,19,1021,4.5572,59,2200,0,0,28,2319,14.1747,9,287,1.6594,47,3456,0,0,59,5067,30.7447,10,793,3.0471,46,2164,0,0,4674
8,Domiciliazione Bancaria,B,22.16,1,7,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,128,1.1724,0,0,0,4,217,0,0,5,231,1.6997,0,0,0,8,192,0,0,10,604,4.1265,0,0,0,9,167,0,0,3,451,2.6205,0,0,0,3,18,0,0,20,1761,11.0883,0,0,0,6,133,0,0,11,455,3.468,0,0,0,0,0,0,0,0
7,Domiciliazione Bancaria,B,41.67,4,5,Y,N,218,10555,58.3865,0,0,0,75,4101,0,0,147,6613,37.6554,0,0,0,52,2971,0,0,198,11517,63.236,0,0,0,87,5324,0,0,299,15823,102.0617,0,0,0,58,3970,0,2,340,18583,113.416,0,0,0,95,7448,0,1,199,9403,67.9792,0,0,0,68,4594,0,0,223,11461,74.1333,0,0,0,100,8258,0,2,336,25008,119.6987,0,0,0,75,6980,0,0,180,11369,57.227,0,0,0,84,6176,0,3,607
7,Bollettino Postale,M,26.62,4,5,N,N,765,82731,355.3776,0,0,0,1241,67443,0,0,0,0,0,0,0,0,965,61320,0,0,0,0,0,0,0,0,941,45404,0,0,0,0,0,0,0,0,773,37729,0,0,0,0,0,0,0,0,527,20692,0,0,0,0,0,0,0,0,141,1293,0,0,0,0,0,0,0,0,114,1273,0,0,0,0,0,0,0,0,13,289,0,0,0,0,0,0,0,0,16,371,0,0,0
7,Carta di Credito,B,28.72,2,5,N,N,24,873,14.2568,346,84071,171.6563,158,31240,96,34,37,1996,30.6512,275,42794,111.093,222,28140,62,9,40,1547,24.7145,397,64404,147.544,309,61221,104,7,65,2877,46.2079,404,87103,184.0126,244,63340,86,11,92,11514,72.1862,212,58336,121.0193,226,46701,54,20,448,71013,290.7167,0,0,0,274,70840,91,8,592,87669,358.7692,0,0,0,375,63870,135,16,363,47506,198.6262,0,0,0,117,12065,73,14,601,141920,544.1596,0,0,0,208,49826,282,17,3833
4,Domiciliazione Bancaria,B,41.4,1,5,Y,N,33,2201,12.2643,1,143,0.4669,9,335,0,0,25,3212,16.2446,1,125,0.4209,24,1163,0,0,45,3465,19.0877,1,70,0.281,20,546,0,0,31,1999,11.7231,0,0,0,12,173,0,0,54,5437,28.5415,1,19,0.1513,19,842,0,0,65,7849,39.7088,1,160,0.5097,26,1489,0,0,56,6491,33.17,6,1963,5.6072,33,1963,0,0,20,2324,11.971,5,764,2.4578,5,145,0,0,19,3549,17.0854,0,0,0,14,452,0,0,0
3,Domiciliazione Bancaria,B,44.09,3,6,N,N,12,771,4.8872,0,0,0,31,3259,0,0,17,1171,7.453,0,0,0,33,2019,0,0,11,685,4.4689,0,0,0,45,3212,0,0,14,705,4.8754,5,1060,3.1065,23,1800,0,0,19,1271,8.1466,3,377,1.2684,26,2148,0,0,18,1539,9.3463,0,0,0,39,3156,0,0,13,1212,7.2387,2,590,1.7059,43,3614,0,0,12,1041,6.3044,1,443,1.2292,11,892,0,0,19,1153,7.468,0,0,0,25,1733,0,0,1733
3,Domiciliazione Bancaria,B,42.42,1,5,N,N,7,410,2.7176,1,14,0.1389,6,687,0,0,2,40,0.4013,0,0,0,7,265,0,0,8,492,3.2196,0,0,0,11,482,0,0,6,156,1.3784,1,13,0.1363,9,921,0,0,6,558,3.3342,2,137,0.5547,18,806,0,0,4,297,1.8582,6,131,0.9529,10,971,0,0,7,282,2.0947,0,0,0,16,402,0,0,33,4733,26.1245,13,1670,5.7497,38,2816,0,0,11,1060,6.293,4,246,1.0386,19,1472,0,0,597
7,Bollettino Postale,M,20.16,2,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3331,26.8929,7,686,1.8747,105,7973,0,0,62,5199,38.5184,12,1082,3.0564,195,12849,0,4,6,820,4.8433,1,7,0.1152,13,1806,0,0,131,11980,94.8644,36,3060,8.8562,202,26358,0,0,7769
7,Carta di Credito,M,36.39,3,5,Y,N,328,28524,172.5539,66,4821,19.0671,170,7721,0,0,425,34634,212.2896,50,6418,21.4717,222,11619,0,0,501,45392,272.5818,42,4204,15.8098,277,11874,0,0,386,39966,233.9302,42,8467,25.7681,301,12447,0,0,353,35927,211.1462,42,10412,30.691,259,11042,0,0,368,34479,205.1775,41,5355,18.1416,297,15133,0,0,301,41248,226.565,33,4635,15.1859,269,9765,0,2,121,16225,67.6357,0,0,0,74,3568,0,0,483,59032,250.4971,0,0,0,203,11325,0,0,1298
8,Domiciliazione Bancaria,M,16.16,1,5,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
